,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD～H以外,month,wod_x,さっぽろ（南北線）,さっぽろ（東豊線）,すすきの,大通（南北線）,大通（東西線）,大通（東豊線）,wod_y,気温(℃),風向(度:0～359),風速(m/s),降水量(mm),積雪深(cm),J1,J2,J3,J4,J5
2019-06-27,3573.0,1545.0,2028.0,832.0,320.0,220.0,66.0,241.0,349.0,6,3,59071,31976,16465,44241,22290,15169,3,19.05763888888889,270.31944444444446,0.8020833333333334,0.0,0.0,1304.948051948052,871.4285714285714,1318.7402597402597,1298.3896103896104,662.9090909090909
2019-06-28,3514.0,1536.0,1978.0,667.0,697.0,15.0,131.0,112.0,356.0,6,4,63312,36109,20019,48600,24183,16649,4,18.01388888888889,286.7291666666667,0.5104166666666666,0.0,0.0,1345.8961038961038,964.1038961038961,1198.8701298701299,1431.0,728.9090909090909
2019-06-29,5334.0,3062.0,2272.0,1287.0,548.0,76.0,49.0,136.0,176.0,6,5,56374,29218,21766,46194,18374,13171,5,17.2125,157.30555555555554,0.9520833333333333,0.0,0.0,1366.6493506493507,961.4025974025974,1310.142857142857,1379.844155844156,580.4935064935065
2019-06-30,5693.0,3374.0,2319.0,1269.0,567.0,60.0,101.0,200.0,122.0,6,6,44155,22105,15847,35942,14472,10073,6,18.597916666666666,148.31944444444446,1.3888888888888888,0.0,0.0,1073.6883116883116,799.2727272727273,1041.8961038961038,1224.5454545454545,673.961038961039
2019-07-01,2051.0,1153.0,898.0,549.0,72.0,6.0,43.0,125.0,103.0,7,0,55137,31313,14888,41438,21364,14639,0,18.169444444444444,149.40277777777777,1.5527777777777778,0.0,0.0,1136.012987012987,927.038961038961,1131.5194805194806,1367.2857142857142,755.2727272727273
2019-07-02,2263.0,910.0,1353.0,468.0,479.0,30.0,29.0,125.0,222.0,7,1,55292,33199,14602,41754,21045,15228,1,18.604166666666668,252.02083333333334,0.7805555555555556,4.0,0.0,1272.2727272727273,868.5064935064935,1187.5194805194806,1290.3116883116884,751.3116883116883
2019-07-03,2322.0,1096.0,1226.0,378.0,421.0,27.0,48.0,106.0,246.0,7,2,55124,33005,15479,41589,21096,15132,2,16.625694444444445,325.2708333333333,0.7055555555555555,0.5,0.0,1416.5064935064936,904.1948051948052,1170.5064935064936,1271.7922077922078,577.8441558441558
2019-07-04,2549.0,1036.0,1513.0,476.0,476.0,220.0,38.0,121.0,182.0,7,3,58348,33885,15652,42713,21678,15057,3,19.313194444444445,174.32638888888889,0.7243055555555555,0.0,0.0,1125.077922077922,787.4545454545455,1072.1038961038962,1339.4935064935064,759.077922077922
2019-07-05,3629.0,1100.0,2529.0,992.0,810.0,335.0,29.0,99.0,264.0,7,4,62074,32889,18651,46250,22039,14695,4,19.711111111111112,239.81944444444446,0.5027777777777778,0.0,0.0,1192.844155844156,884.5584415584416,1191.6103896103896,1260.4675324675325,717.974025974026
2019-07-06,5725.0,3199.0,2526.0,1406.0,510.0,85.0,102.0,217.0,206.0,7,5,58798,26912,22726,46847,18460,12306,5,21.285416666666666,199.375,0.5930555555555556,0.0,0.0,1119.5194805194806,869.1168831168832,1156.8311688311687,1131.3246753246754,620.7402597402597
2019-07-07,6634.0,3952.0,2682.0,1465.0,634.0,118.0,145.0,179.0,141.0,7,6,45327,22858,16756,36930,14763,10334,6,20.754166666666666,156.31944444444446,0.6576388888888889,0.0,0.0,967.5454545454545,796.7532467532468,1102.4675324675325,1094.5584415584415,686.5454545454545
2019-07-08,2725.0,1566.0,1159.0,522.0,253.0,7.0,45.0,183.0,149.0,7,0,55394,31065,15242,41778,20576,14246,0,20.625694444444445,167.86805555555554,0.37916666666666665,0.0,0.0,1114.8961038961038,835.3896103896104,1185.935064935065,1214.857142857143,672.6623376623377
2019-07-09,3183.0,1518.0,1665.0,596.0,438.0,91.0,47.0,193.0,300.0,7,1,56246,31224,15004,42015,21235,14397,1,20.86111111111111,233.36805555555554,0.5874999999999999,0.0,0.0,1092.922077922078,824.7142857142857,1099.7662337662337,1106.844155844156,617.7662337662338
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,57607,31296,15788,43227,21824,14624,2,20.913194444444443,266.9861111111111,0.5444444444444445,0.0,0.0,1094.6363636363637,831.8961038961039,1046.090909090909,1079.4545454545455,581.4805194805194
2019-07-11,2794.0,1429.0,1365.0,443.0,229.0,130.0,74.0,236.0,253.0,7,3,58492,31845,15890,43464,21368,14540,3,20.386805555555554,172.52777777777777,0.5826388888888889,0.0,0.0,1139.2987012987012,840.1298701298701,1234.844155844156,1145.4155844155844,575.1558441558442
2019-07-12,1830.0,759.0,1071.0,456.0,413.0,19.0,18.0,30.0,135.0,7,4,65168,34810,19704,49480,22766,16040,4,17.975,150.35416666666666,1.4020833333333333,10.5,0.0,1321.4805194805194,964.3116883116883,1367.974025974026,1326.7402597402597,611.4025974025974
2019-07-13,3333.0,2041.0,1292.0,676.0,318.0,68.0,61.0,89.0,80.0,7,5,58531,28990,21363,43999,16844,12370,5,20.075000000000003,155.57638888888889,0.9437500000000001,5.5,0.0,1075.6623376623377,772.1168831168832,1030.2467532467533,1101.987012987013,571.5454545454545
2019-07-14,7001.0,4228.0,2773.0,1481.0,773.0,80.0,112.0,213.0,114.0,7,6,50601,33499,19362,39358,15017,12674,6,21.0875,152.02083333333334,0.875,4.5,0.0,943.5194805194806,695.6493506493506,994.7142857142857,1008.3636363636364,555.4025974025974
2019-07-15,5911.0,3416.0,2495.0,1253.0,742.0,165.0,84.0,164.0,87.0,7,0,44446,21743,15872,32863,13634,9741,0,21.62222222222222,223.04861111111111,0.5048611111111111,0.0,0.0,943.2467532467532,725.8961038961039,890.1818181818181,1003.3506493506494,607.3116883116883
2019-07-16,2373.0,1514.0,859.0,445.0,82.0,29.0,46.0,166.0,91.0,7,1,56680,30991,15285,42035,21479,14665,1,21.730555555555554,168.84027777777777,0.6708333333333333,0.0,0.0,1048.935064935065,714.2207792207793,986.1298701298701,974.6493506493506,570.4415584415584
2019-07-17,2627.0,1366.0,1261.0,324.0,285.0,236.0,46.0,162.0,208.0,7,2,57261,31554,15951,42424,21397,14835,2,22.736805555555556,154.06944444444446,1.1645833333333333,0.0,0.0,1038.8961038961038,715.6753246753246,899.9090909090909,1009.7792207792207,711.2467532467532
2019-07-18,2043.0,1137.0,906.0,400.0,144.0,46.0,37.0,145.0,134.0,7,3,58535,31235,15728,42853,21559,14748,3,22.822916666666668,155.25,0.9361111111111112,0.0,0.0,994.6363636363636,759.2857142857143,967.4415584415584,1066.5064935064936,607.1818181818181
2019-07-19,1914.0,931.0,983.0,419.0,196.0,93.0,50.0,89.0,136.0,7,4,62053,35982,19428,48088,23577,16886,4,22.186805555555555,151.0625,1.0451388888888888,0.0,0.0,1100.857142857143,820.5064935064935,1014.9090909090909,1119.5974025974026,622.5194805194806
2019-07-20,3091.0,1798.0,1293.0,625.0,352.0,34.0,54.0,109.0,119.0,7,5,55939,28507,21377,44898,19062,13559,5,23.918750000000003,213.17361111111111,0.6479166666666667,0.0,0.0,1042.5714285714287,771.5194805194806,1049.4155844155844,1000.038961038961,702.3766233766233
2019-07-21,5573.0,3227.0,2346.0,1234.0,609.0,116.0,115.0,132.0,140.0,7,6,43854,23049,16378,35168,14768,10560,6,23.25347222222222,162.63194444444446,0.7645833333333333,0.0,0.0,1006.2337662337662,736.5194805194806,1034.6233766233765,975.2727272727273,610.6363636363636
2019-07-22,2709.0,1667.0,1042.0,560.0,189.0,33.0,57.0,130.0,73.0,7,0,55788,30867,15277,41238,20956,14083,0,20.891666666666666,151.11111111111111,1.754861111111111,0.0,0.0,1135.3636363636363,758.6753246753246,984.7012987012987,1014.5064935064935,645.2077922077922
2019-07-23,2172.0,1307.0,865.0,472.0,138.0,13.0,40.0,115.0,87.0,7,1,56196,31046,15559,42219,21576,14691,1,20.513194444444444,152.75694444444446,1.3993055555555556,0.5,0.0,1077.922077922078,750.1038961038961,968.2207792207793,934.2467532467532,552.4415584415584
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,56173,30941,15962,42529,21743,14499,2,22.639583333333334,171.26388888888889,1.0506944444444446,0.0,0.0,1109.5454545454545,751.025974025974,1086.4025974025974,1027.6363636363637,630.8311688311688
2019-07-25,2461.0,1398.0,1063.0,638.0,148.0,14.0,45.0,115.0,103.0,7,3,59389,31601,16972,44665,22695,14978,3,24.552777777777777,249.63888888888889,0.4340277777777778,0.5,0.0,997.8831168831168,759.2727272727273,1128.0,1080.5324675324675,495.02597402597405
2019-07-26,2192.0,1181.0,1011.0,474.0,268.0,42.0,39.0,110.0,78.0,7,4,72964,35655,23552,57027,25394,17260,4,24.80902777777778,158.11805555555554,0.8027777777777777,2.5,0.0,1157.051948051948,928.3636363636364,1212.090909090909,1263.155844155844,531.8831168831168
2019-07-27,5025.0,2095.0,2930.0,864.0,620.0,86.0,475.0,109.0,776.0,7,5,54920,32880,21940,44334,18413,14922,5,25.6,246.20138888888889,0.41874999999999996,0.5,0.0,995.2337662337662,753.5714285714286,1126.4675324675325,898.2727272727273,503.09090909090907
2019-07-28,4683.0,2799.0,1884.0,984.0,533.0,84.0,70.0,119.0,94.0,7,6,46028,21090,16476,34936,14915,10404,6,21.033333333333335,238.28472222222223,0.5083333333333333,0.0,0.0,921.5974025974026,777.4025974025974,1096.1688311688313,910.7142857142857,529.9350649350649
2019-07-29,3743.0,1903.0,1840.0,722.0,741.0,102.0,40.0,121.0,114.0,7,0,58020,30930,16125,42595,21520,14661,0,27.968055555555555,189.16666666666666,0.4708333333333333,0.0,0.0,1017.6103896103896,834.1688311688312,1141.012987012987,910.1038961038961,521.9350649350649
2019-07-30,2708.0,1395.0,1313.0,489.0,463.0,89.0,53.0,94.0,125.0,7,1,58560,33077,16410,43518,21567,15321,1,30.118750000000002,211.70833333333334,0.5854166666666667,0.0,0.0,1149.0389610389611,842.7662337662338,1255.6883116883116,1021.8571428571429,580.2467532467532
2019-07-31,2795.0,1329.0,1466.0,655.0,458.0,74.0,47.0,107.0,125.0,7,2,60523,31839,16622,44546,21942,15484,2,29.216666666666665,231.19444444444446,0.6423611111111112,0.0,0.0,1047.5064935064936,823.3506493506494,1151.7532467532467,899.1038961038961,530.6233766233767
2019-08-01,2467.0,1190.0,1277.0,476.0,540.0,69.0,28.0,77.0,87.0,8,3,59057,33265,17638,44444,22285,15553,3,29.082638888888887,232.63888888888889,0.38958333333333334,0.0,0.0,1084.4675324675325,855.3116883116883,1196.2727272727273,970.5064935064935,502.61038961038963
2019-08-02,2415.0,1239.0,1176.0,446.0,495.0,46.0,35.0,60.0,94.0,8,4,65123,34448,20969,49209,23112,16495,4,27.919444444444444,251.95138888888889,0.5951388888888889,0.0,0.0,1111.1688311688313,900.0519480519481,1166.2077922077922,942.5454545454545,537.3506493506494
2019-08-03,3104.0,1769.0,1335.0,561.0,474.0,70.0,41.0,59.0,130.0,8,5,54215,26321,23022,43620,18688,12850,5,25.995833333333334,316.44444444444446,0.9812500000000001,0.0,0.0,1011.7142857142857,763.4675324675325,1115.5714285714287,889.4285714285714,459.27272727272725
2019-08-04,3723.0,2262.0,1461.0,601.0,587.0,97.0,39.0,78.0,59.0,8,6,45379,22570,16716,35294,14172,10474,6,26.393749999999997,222.43055555555554,0.47361111111111115,0.0,0.0,940.2467532467532,689.7012987012987,1019.2987012987013,946.3506493506494,401.27272727272725
2019-08-05,3685.0,1976.0,1709.0,734.0,582.0,105.0,67.0,96.0,125.0,8,0,57374,29776,16209,42883,21418,14376,0,25.897916666666667,238.52777777777777,0.6958333333333333,0.0,0.0,1040.8961038961038,757.8701298701299,1051.5974025974026,893.8571428571429,535.8961038961039
2019-08-06,3717.0,1905.0,1812.0,699.0,741.0,87.0,53.0,129.0,103.0,8,1,58858,31192,16814,44452,21922,15532,1,26.02013888888889,311.9166666666667,0.8652777777777777,0.0,0.0,1056.1688311688313,840.1428571428571,1133.025974025974,908.6363636363636,586.3506493506494
2019-08-07,4037.0,2163.0,1874.0,609.0,800.0,108.0,62.0,130.0,165.0,8,2,57867,31811,16591,45700,22664,15743,2,25.56875,306.1458333333333,0.7048611111111112,0.0,0.0,1056.6363636363637,803.3506493506494,1122.2727272727273,904.5324675324675,523.9480519480519
2019-08-08,2017.0,1088.0,929.0,291.0,368.0,47.0,45.0,60.0,118.0,8,3,61105,30954,17919,46446,22192,15242,3,24.030555555555555,243.13194444444446,0.51875,25.0,0.0,1223.7142857142858,962.0909090909091,1268.4545454545455,970.1428571428571,598.2987012987013
2019-08-09,2243.0,1218.0,1025.0,393.0,430.0,47.0,31.0,59.0,65.0,8,4,59930,30131,19467,47893,22220,15116,4,22.47222222222222,227.63194444444446,0.7819444444444444,20.0,0.0,1218.909090909091,804.1298701298701,1166.142857142857,1168.6103896103896,447.68831168831167
2019-08-10,4674.0,2757.0,1917.0,864.0,704.0,74.0,69.0,132.0,74.0,8,5,50891,26867,19664,41026,17539,12760,5,20.297222222222224,177.59027777777777,0.6944444444444444,4.0,0.0,1165.2077922077922,754.2987012987013,1014.974025974026,1115.3636363636363,494.2207792207792
2019-08-11,8114.0,4799.0,3315.0,1768.0,921.0,141.0,109.0,243.0,133.0,8,6,44900,19406,17339,34920,14845,9673,6,21.704166666666666,201.24305555555554,0.55,0.0,0.0,1001.2727272727273,681.2987012987013,870.1428571428571,996.8181818181819,446.1038961038961
2019-08-12,8077.0,4834.0,3243.0,1839.0,803.0,153.0,109.0,239.0,100.0,8,0,41907,18466,15812,32419,13392,9257,0,22.133333333333333,201.94444444444446,0.5430555555555556,0.0,0.0,986.8311688311688,770.4155844155844,925.974025974026,954.2207792207793,445.4155844155844
2019-08-13,7912.0,4584.0,3328.0,1687.0,893.0,203.0,118.0,310.0,117.0,8,1,46874,22133,15946,36376,17669,11630,1,22.389583333333334,296.9166666666667,1.0319444444444443,0.5,0.0,1031.4675324675325,731.1818181818181,1005.2337662337662,981.1688311688312,432.5064935064935
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,48169,22167,16575,37094,17339,11483,2,22.078472222222224,151.79861111111111,1.3597222222222223,0.0,0.0,1047.0,767.1688311688312,1109.4935064935064,1124.4415584415585,628.1948051948052
2019-08-15,9547.0,5565.0,3982.0,2281.0,878.0,205.0,131.0,349.0,138.0,8,3,49556,23265,16411,37198,17718,11688,3,24.049999999999997,147.28472222222223,1.2326388888888888,0.0,0.0,972.7662337662338,747.987012987013,1019.4025974025974,976.7142857142857,530.1038961038961
2019-08-16,1438.0,1016.0,422.0,150.0,160.0,26.0,10.0,13.0,63.0,8,4,50150,24420,16686,37634,17090,11998,4,25.674305555555556,147.90277777777777,1.4451388888888888,16.0,0.0,1118.4545454545455,896.6753246753246,1243.064935064935,915.4025974025974,573.7662337662338
2019-08-17,5129.0,3021.0,2108.0,1084.0,612.0,127.0,67.0,127.0,91.0,8,5,48604,25331,19756,36464,15285,11547,5,26.62847222222222,193.43055555555554,0.5638888888888889,0.5,0.0,924.974025974026,673.6623376623377,1004.8831168831168,806.7532467532468,418.987012987013
2019-08-18,7498.0,4339.0,3159.0,1654.0,871.0,170.0,113.0,222.0,129.0,8,6,41455,22359,15928,31151,12577,9552,6,22.0375,300.40972222222223,1.0486111111111112,0.0,0.0,1015.7792207792207,698.4025974025974,940.0,924.4805194805194,381.42857142857144
2019-08-19,4872.0,2673.0,2199.0,972.0,618.0,147.0,79.0,193.0,190.0,8,0,54382,28951,15433,40889,20933,14076,0,23.49375,163.47916666666666,0.8500000000000001,0.0,0.0,1042.7012987012988,777.1428571428571,1086.5194805194806,1201.974025974026,427.7402597402597
2019-08-20,2024.0,1218.0,806.0,400.0,141.0,67.0,35.0,102.0,61.0,8,1,55881,29156,15662,42089,20960,14359,1,20.552777777777777,156.57638888888889,1.0527777777777778,18.5,0.0,1198.7922077922078,863.6103896103896,1094.4545454545455,1206.5584415584415,484.7922077922078
2019-08-21,3907.0,2271.0,1636.0,760.0,234.0,99.0,68.0,175.0,300.0,8,2,55952,29464,16059,43336,21477,14741,2,21.571527777777778,164.76388888888889,0.7611111111111111,0.0,0.0,1102.4025974025974,751.8441558441558,1016.3376623376623,1098.2467532467533,466.3636363636364
2019-08-22,3348.0,1578.0,1770.0,1059.0,245.0,121.0,31.0,170.0,144.0,8,3,57441,30103,16185,42329,21430,14431,3,20.02638888888889,145.61111111111111,1.2972222222222223,0.0,0.0,1202.4545454545455,762.7662337662338,1076.6883116883116,1157.2987012987012,639.4545454545455
2019-08-23,1455.0,589.0,866.0,155.0,524.0,49.0,9.0,28.0,101.0,8,4,62678,31699,19248,47676,23052,15014,4,18.80763888888889,189.61111111111111,0.3076388888888889,21.0,0.0,1400.3246753246754,898.012987012987,1212.5454545454545,1255.7142857142858,557.6753246753246
2019-08-24,3576.0,2273.0,1303.0,740.0,291.0,51.0,67.0,87.0,67.0,8,5,57767,26269,22093,44703,18472,12564,5,19.47222222222222,299.5416666666667,1.004861111111111,0.0,0.0,1286.6233766233765,763.6623376623377,1030.7792207792209,1097.4285714285713,585.8701298701299
2019-08-25,5432.0,3379.0,2053.0,1156.0,557.0,65.0,74.0,109.0,92.0,8,6,50157,20112,19263,40885,16797,10699,6,18.44861111111111,321.0416666666667,0.8826388888888889,3.0,0.0,1298.090909090909,736.3636363636364,1073.1948051948052,1118.4545454545455,694.5714285714286
2019-08-26,3505.0,1849.0,1656.0,867.0,448.0,35.0,36.0,114.0,156.0,8,0,55874,29411,16116,41582,21128,14097,0,18.59375,290.84027777777777,0.60625,0.0,0.0,1314.5194805194806,764.6493506493506,1088.4805194805194,1136.4935064935064,724.012987012987
2019-08-27,4823.0,2006.0,2817.0,1263.0,951.0,22.0,59.0,226.0,296.0,8,1,55647,29322,15487,42553,21774,14630,1,21.450000000000003,187.6875,0.4819444444444445,0.0,0.0,1117.909090909091,738.4415584415584,1043.4025974025974,978.1038961038961,494.75324675324674
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,58248,30599,16600,43856,21416,15293,2,19.60763888888889,161.93055555555554,0.6347222222222223,24.5,0.0,1367.1818181818182,883.038961038961,1216.4415584415585,1159.025974025974,644.2597402597403
2019-08-29,3931.0,1882.0,2049.0,940.0,724.0,46.0,13.0,96.0,230.0,8,3,57271,29615,16347,43164,22023,14872,3,20.538888888888888,299.6736111111111,0.7604166666666666,1.0,0.0,1237.1688311688313,737.2077922077922,1080.2077922077922,930.1948051948052,520.1038961038961
2019-08-30,3760.0,1920.0,1840.0,1134.0,263.0,21.0,45.0,157.0,220.0,8,4,62340,30676,19370,46114,22663,14796,4,22.177083333333332,173.90277777777777,0.8847222222222223,0.0,0.0,1071.5064935064936,792.1428571428571,1073.5974025974026,1117.7792207792209,480.5974025974026
2019-08-31,3944.0,2342.0,1602.0,845.0,392.0,43.0,71.0,119.0,132.0,8,5,53130,28895,20340,41395,17162,12395,5,23.695138888888888,204.45833333333334,0.6652777777777777,4.0,0.0,916.0649350649351,680.1038961038961,956.9090909090909,921.2077922077922,481.24675324675326
2019-09-01,7397.0,4608.0,2789.0,1570.0,715.0,79.0,108.0,203.0,114.0,9,6,42553,19084,16217,33594,13904,9474,6,23.086111111111112,243.4375,0.44652777777777775,0.0,0.0,933.6103896103896,705.2337662337662,973.9090909090909,955.012987012987,537.0909090909091
2019-09-02,3068.0,1697.0,1371.0,732.0,249.0,4.0,49.0,165.0,172.0,9,0,53779,28873,14603,39388,20374,13698,0,23.310416666666665,202.83333333333334,0.5097222222222223,4.0,0.0,1054.987012987013,736.8831168831168,1007.7532467532468,978.0519480519481,496.16883116883116
2019-09-03,4125.0,1845.0,2280.0,788.0,890.0,7.0,61.0,215.0,319.0,9,1,54253,28553,14566,39570,20791,13916,1,21.411805555555556,299.61805555555554,0.9958333333333333,0.0,0.0,1186.5194805194806,764.4415584415584,1113.1948051948052,1046.974025974026,515.8311688311688
2019-09-04,4122.0,1873.0,2249.0,839.0,843.0,2.0,49.0,254.0,262.0,9,2,55263,29033,15461,41119,22026,14544,2,20.677083333333332,252.11111111111111,0.5194444444444444,0.0,0.0,1118.3376623376623,795.025974025974,1125.922077922078,1125.5194805194806,513.6623376623377
2019-09-05,4007.0,2005.0,2002.0,901.0,513.0,18.0,45.0,282.0,243.0,9,3,55854,29120,15779,41792,21536,14321,3,21.836111111111112,155.29861111111111,0.6611111111111111,0.0,0.0,1063.2467532467533,749.2467532467532,1038.4415584415585,1083.2077922077922,436.24675324675326
2019-09-06,6020.0,1581.0,4439.0,1449.0,1996.0,109.0,52.0,199.0,634.0,9,4,59567,33108,18113,46280,22936,16378,4,23.16111111111111,184.22916666666666,0.33541666666666664,1.0,0.0,1217.857142857143,808.4545454545455,1136.0389610389611,1008.8701298701299,553.6103896103896
2019-09-07,5643.0,3108.0,2535.0,1457.0,456.0,124.0,72.0,113.0,313.0,9,5,49185,27837,18997,41111,17929,13519,5,24.584027777777777,204.20833333333334,0.32430555555555557,0.5,0.0,917.4935064935065,675.2857142857143,1046.4805194805194,792.3766233766233,451.961038961039
2019-09-08,5060.0,3154.0,1906.0,1080.0,473.0,67.0,82.0,101.0,103.0,9,6,41464,21572,14871,35318,15650,11037,6,26.188194444444445,165.47916666666666,0.6499999999999999,0.0,0.0,882.9350649350649,673.5584415584416,1056.5584415584415,746.7922077922078,440.4805194805195
2019-09-09,2519.0,1387.0,1132.0,616.0,263.0,8.0,40.0,81.0,124.0,9,0,53288,27964,14352,39911,20993,13962,0,27.120833333333334,235.20138888888889,0.5527777777777777,0.0,0.0,1002.5324675324675,720.987012987013,1083.8181818181818,871.3246753246754,485.12987012987014
2019-09-10,3167.0,1451.0,1716.0,590.0,768.0,1.0,41.0,87.0,229.0,9,1,54860,28964,15306,42107,22261,14689,1,24.035416666666666,298.4375,1.0472222222222223,0.0,0.0,1077.1948051948052,756.2337662337662,1044.4415584415585,960.922077922078,513.3246753246754
2019-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,56445,29529,15648,42900,21802,14703,2,18.314583333333335,299.97222222222223,0.30833333333333335,12.5,0.0,1455.5324675324675,754.5974025974026,1082.3896103896104,1194.2077922077922,582.1298701298701
2019-09-12,3589.0,1396.0,2193.0,923.0,737.0,21.0,62.0,135.0,315.0,9,3,57084,29724,15658,43438,22814,14881,3,18.516666666666666,302.36805555555554,0.9340277777777778,8.5,0.0,1433.2727272727273,768.0519480519481,1047.3246753246754,1137.974025974026,572.077922077922
2019-09-13,8035.0,2118.0,5917.0,2080.0,2907.0,4.0,67.0,260.0,599.0,9,4,59970,30522,18379,48165,23911,15596,4,18.286805555555556,239.48611111111111,0.5097222222222223,0.0,0.0,1342.012987012987,807.077922077922,1089.5714285714287,1202.2987012987012,579.2207792207793
2019-09-14,6208.0,3648.0,2560.0,1388.0,563.0,65.0,136.0,191.0,217.0,9,5,52371,26271,19376,43572,19429,13239,5,20.60763888888889,148.36111111111111,0.9354166666666666,0.0,0.0,1064.1168831168832,691.038961038961,1047.0389610389611,1065.2077922077922,496.7792207792208
2019-09-15,6229.0,3901.0,2328.0,1352.0,576.0,60.0,89.0,146.0,105.0,9,6,44942,25320,17581,38548,16561,11787,6,20.602083333333333,302.11805555555554,0.6201388888888889,1.5,0.0,1105.935064935065,681.0,939.4155844155844,891.6103896103896,466.93506493506493
2019-09-16,4320.0,2640.0,1680.0,846.0,409.0,93.0,63.0,136.0,133.0,9,0,41979,18994,15315,34869,14569,9453,0,21.254166666666666,251.41666666666666,0.5326388888888889,2.5,0.0,1093.1818181818182,684.4935064935065,958.7142857142857,894.4415584415584,484.09090909090907
2019-09-17,4938.0,1894.0,3044.0,932.0,1531.0,1.0,66.0,248.0,266.0,9,1,56101,29371,15295,42252,22262,14750,1,19.922916666666666,322.6041666666667,1.1027777777777779,0.0,0.0,1306.0389610389611,720.6103896103896,1104.4155844155844,1182.7012987012988,584.961038961039
2019-09-18,4019.0,1384.0,2635.0,1237.0,847.0,8.0,46.0,159.0,338.0,9,2,57126,29725,16696,44075,22460,15240,2,17.91111111111111,218.35416666666666,0.7909722222222223,1.0,0.0,1335.3636363636363,791.1038961038961,1099.6753246753246,1253.0389610389611,608.7662337662338
